Carspaces,Bathrooms,Bedrooms,Address,Price,Type,Date_time,Date,Area,Name
,1,1,"507/443 Upper Heidelberg Road, Ivanhoe","Private Sale $349,000",Apartment,,,,Christian Cortese
1,1,2,"203/21 Mills Boulevard, Alphington","$630,000 - $660,000",Apartment,,,,Malinda Martin
2,2,3,"1305/443 Upper Heidelberg Road, Ivanhoe","$960,000 - $1,000,000",Apartment,,,,Lambie Balkos
1,2,4,"49 Illawarra Road, Hawthorn","$3,500,000 - $3,800,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Campbell Ward
,,,,,,,,,
3,,4,"15 Suffolk Road, Surrey Hills","$2,400,000 - $2,600,000",House,Inspection tomorrow 12:30 pm,Inspection tomorrow,699m²,Ross Stryker
2,2,3,"7/86A Balwyn Road, Balwyn","$1,250,000 - $1,375,000",Unit,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Claire Wenn
1,1,2,"5/43 Clifton Road, Hawthorn East","$700,000 - $770,000",Unit,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Sebastian Scanlon
1,1,1,"805/770A Toorak Road, Glen Iris","$400,000 - $440,000",Apartment,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,,Nick Roper
2,3,4,"1/5 Surrey Street, Box Hill South",,Townhouse,,,,Candy Wei
,,,,,,,,,
2,3,4,"13-15 View Street, Canterbury",,House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,"1,671m²",Sophie Su
,,,,,,,,,
1,2,2,"G05/28 Glenmore Street, Box Hill","$540,000 - $590,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,William Wong
1,2,2,"411/138 Camberwell Road, Hawthorn East","$640,000-$670,000",Apartment,,,,Paul Walker
4,4,6,"5 Cascade Street, Balwyn North",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,836m²,Helen Yan
1,2,3,"4A Madden Street, Seaford","Auction ($639,000 - $699,000)",Unit,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,288m²,Jack Rickard
,,,,,,,,,
1,1,2,"12/47-49 Robinson Road, Hawthorn","$460,000 - $500,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Julian Corredor
1,1,2,"59-63 Mulkarra Drive, Chelsea",,,,,123.86m²,
,2,3,"37 Type Street, Richmond",$1.15m- $1.2m,House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Edward Hobbs
1,2,2,"408/15 Irving Avenue, Box Hill","Auction $500,000-$550,000",Apartment,Inspection Sat 20 Sep 12:10 pm,Inspection Sat 20 Sep,,Eean Win
2,1,3,"22 Roberts Avenue, Box Hill South","$1,350,000 - $1,450,000",House,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,640m²,Ian Van Eijk
,,,,,,,,,
2,1,3,"12 Derna Road, Ashburton","$1,400,000 - $1,500,000",House,Inspection Sat 20 Sep 11:30 am,Inspection Sat 20 Sep,,Tai Menahem
1,1,3,"23 Richmond Street, Blackburn South",,House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,702m²,Zack Song
1,2,2,"G02/1082 Burke Road, Balwyn North","$649,000-$699,000",Apartment,,,98m²,Deki Guan
1,1,2,"1201 377 Burwood Road, Hawthorn","$665,000",Apartment,,,64m²,Ana Gillies
1,1,1,"303/20 Shamrock Street, Abbotsford","$350,000-$385,000",Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,Kay Lim
,,,,,,,,,
2,2,3,"8/17 Parring Road, Balwyn","$2,035,000",House,Inspection Sat 20 Sep 3:00 pm,Inspection Sat 20 Sep,,Sophia Dong
2,2,3,"2807/828 Whitehorse Road, Box Hill","$900,000 to $950,000",Apartment,,,110.1m²,Jenny Zhang
3,3,3,"21/54 Gadd Street, Northcote","$790,000 - $860,000",Townhouse,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,,Dustin Tian
2,3,4,"6 Duke Street, Ashburton","$2,700,000 - $2,950,000",House,Inspection Wed 17 Sep 4:30 pm,Inspection Wed 17 Sep,697m²,Jesse Matthews
2,2,5,"37 Fintonia Street, Balwyn North","$1,990,000",House,,,334m²,Jason Salan
,,,,,,,,,
2,2,5,"17 Sherwood Street, Glen Iris","$2,700,000 - $2,900,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Ash Howarth
,1,1,"442 & 444/484 Elgar Road, Box Hill","$150,000",Apartment,,,,Selvan Kanniappan
,1,1,"110/8 Bruce Street, Box Hill","$120,000 - $132,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Joo Ming Lim
1,1,1,"102/5 Beavers Road, Northcote","$420,000 to $460,000",Apartment,,,,Joe Bonifazio
,2,2,"1402/545 Station Street, Box Hill","$500,000 - $525,000",Apartment,,,77m²,Max Pang
,,,,,,,,,
2,3,3,"101/60 Glass Street, Richmond","$1,375,000 - $1,500,000",Townhouse,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Bence Balazs
,,,,,,,,,
2,2,4,"144 Whitehorse Road, Deepdene","$2,300,000 - $2,400,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,808m²,Helen Yan
2,3,3,"1/50 Victoria Road, Hawthorn East","$1,750,000-$1,850,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Jess Cleland
2,2,3,"40 Upper Heidelberg Road, Ivanhoe",,,,,178m²,
2,,2,"2/46-48 Kilby Road, Kew East",,Apartment,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,,Stewart Oldmeadow
,,,,,,,,,
3,,3,"52 Myrtle Street, Ivanhoe","$1,300,000 - $1,350,000",House,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,236m²,Paul Carbone
2,2,4,"1/7 Halsey Street, Box Hill South","Auction $1,500,000 to $1,600,000",Unit,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,254m²,Casey Wang
,,701m²,"586 Riversdale Road, Camberwell","$2,250,000 - $2,475,000",Residential land,,,701m²,Nick O'Halloran
6,5,7,"6 Hollingsworth Avenue, Hawthorn",$8.5m-9.3m EOI Closing Saturday 13/09/2025 at 5pm,House,Inspection Thu 18 Sep 2:15 pm,Inspection Thu 18 Sep,"1,335m²",Leo Xu
4,2,4,"3 Avenue Victoria, Hawthorn East","$2,900,000 to $3,190,000",House,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,748m²,Toni El-Helou
,,,,,,,,,
1,1,2,"15/53-59 Bishop Street, Box Hill","$465,000 - $510,000",Apartment,,,,Diana De Luca
1,1,3,"7 Inga Street, Burwood East","$1,150,000 - $1,250,000",House,Inspection Sat 20 Sep 12:45 pm,Inspection Sat 20 Sep,625m²,Miranda Bailey
2,4,8,"47-49 Belmore Road, Balwyn North","$3,300,000 - $3,630,000",House,Inspection Thu 18 Sep 2:45 pm,Inspection Thu 18 Sep,"1,239m²",Helen Yan
2,1,2,"1/32 Bringa Avenue, Camberwell","$900,000-$990,000",Unit,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Alex Broque
2,1,3,"Address available on request, Balwyn",,Unit,,,,Bonnie Shang
,,,,,,,,,
1,1,2,"113/1 Turner Street, Abbotsford","Private Sale $499,000",Apartment,,,,Jonathan West
2,2,3,"2/21 Branksome Grove, Blackburn South","$990,000 - $1,080,000",House,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Daniel Bullen
5,,6,"37 Green Street, Camberwell",,House,Inspection Sat 20 Sep 1:00 pm,Inspection Sat 20 Sep,889m²,Jonathon O'Donoghue
4,,4,"10 Showers Avenue, Chelsea","$2,275,000 - $2,350,000",House,,,,Hamish Mitchell
2,1,3,"32 Portsmouth Street, Mount Waverley",,House,,,665m²,Jessica Chea
,,,,,,,,,
3,,4,"171 Mont Albert Road, Canterbury",,House,,,,Duane Wolowiec
1,2,2,"1-5 Wiltshire Street, Richmond",,,,,90m²,
,1,1,"106/38 Elizabeth Street, Richmond",,Apartment,,,,Lachlan Bruce
3,2,3,"3/264 Nepean Highway, Seaford","$930,000 - $990,000",Unit,,,233m²,James Stamatopoulos
2,5,5,"16 Callanish Road, Camberwell","$4,100,000 - $4,400,000",House,Inspection Thu 18 Sep 11:45 am,Inspection Thu 18 Sep,850m²,Yili Ma
,,,,,,,,,
4,3,6,"17 Coral Island Court, Patterson Lakes","$3,180,000 - $3,280,000",House,,,772m²,Justin Maher
,,,,,,,,,
1,1,2,"16 Cane Mews, Seaford","$560,000-$600,000",Unit,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,,Daniel Keleher
3,4,5,"2501C,3403,3102,3101 Whitehorse Road, Box Hill",,Apartment,,,,Jerry Lin
1,1,2,"1/22 Hill Street, Box Hill South","$620,000 - $680,000",House,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Jeremy Desmier
1,1,3,"10/1 Via Media, Box Hill","Auction $720,000 - $790,000",Unit,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,,Demi Liu
,,,,,,,,,
2,1,3,"71 Nicholas Street, Ashburton","$1,700,000 - $1,850,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,697m²,Mark Pezzin
2,1,3,"26 Catalina Avenue, Ashburton",,House,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,703.3m²,Jake Homutowsky
2,1,2,"4/11 Auburn Grove, Hawthorn East","$650,000 - $715,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Mark Salvati
4,5,6,"1 Grieve Street, Balwyn North","$5,500,000 - $5,800,000",House,Inspection Sat 20 Sep 1:00 pm,Inspection Sat 20 Sep,"1,314m²",Aaron Zhao
2,1,3,"5 Chile Street, Frankston North","$620,000 - $682,000",House,Inspection Wed 17 Sep 5:10 pm,Inspection Wed 17 Sep,617m²,Mark Burke
,,,,,,,,,
1,,5,"169 Hoddle Street, Richmond","$3,200,000-$3,500,000",House,Inspection Sat 20 Sep 3:00 pm,Inspection Sat 20 Sep,616m²,James Goulopoulos
1,1,1,"711/480 Riversdale Road, Hawthorn East","$420,000 - $450,000",Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,James Chronis
,1,1,"904/11 Prospect Street, Box Hill","$360,000-$390,000",Apartment,,,,Dave Tang
2,2,3,"6 Scarborough Drive, Patterson Lakes","$780,000 - $830,000",House,,,,Michael Marziale
1,2,2,"702/32 Lilydale Grove, Hawthorn East",,Apartment,,,,Zachary Zhang
,,,,,,,,,
1,1,1,"11/107 Riversdale Road, Hawthorn","$420,000 - $450,000",Apartment,Inspection Sat 20 Sep 10:45 am,Inspection Sat 20 Sep,,Luke Saville
2,2,3,"1/33 Broughton Road, Surrey Hills","$1,300,000 - $1,400,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,383m²,Spring Chen
2,,3,"39 Winmalee Road, Balwyn","$2,000,000 - $2,200,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,488m²,Jeremy Desmier
2,4,5,"52 Begonia Street, Box Hill South","$1,380,000 - $1,480,000",House,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,,Michelle Yan
4,4,5,"293 Elgar Road, Surrey Hills","$2,000,000 - $2,200,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,712m²,Spring Chen
,,,,,,,,,
2,2,3,"4/7 Montrose Street, Surrey Hills","$1,500,000 - $1,600,000",Unit,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Jeremy Desmier
2,1,3,"16 Paramount Avenue, Blackburn South","$1,150,000 - $1,250,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,662m²,Ben Williams
2,,4,"7 Taurus Street, Balwyn North","$2,500,000 - $2,650,000",House,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,696m²,Daiman Kane
1,2,3,"2/41 Royal Road, Bonbeach","$750,000-$820,000",Townhouse,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Daniel Wright
2,2,4,"10 Chelsea Road, Chelsea","$1,900,000 - $2,090,000",House,,,585m²,Michelle Stephens
,,,,,,,,,
1,1,2,"112/2 Yarra Bing Crescent, Burwood","$470,000",Apartment,,,,
,,,,,,,,,
2,3,4,"2/13 Hartwood Street, Kew East","Auction $1,450,000 to $1,550,000",Townhouse,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,,Casey Wang
,,913m²,"229 Burwood Highway, Burwood East",,Residential land,,,913m²,Eean Win
2,1,4,"23 Livingstone Street, Ivanhoe",EOI Closing 17 October $2.8M - $3.08M,House,,,906m²,Peter Bozinoski
2,1,3,"4 Wicklow Street, Seaford","$785,000 - $860,000",House,,,655m²,Michelle Stephens
,,,,,,,,,
1,2,2,"8/473 Station Street, Bonbeach","$740,000 - $810,000",Townhouse,,,,Michelle Stephens
1,1,1,"104/1 Archibald Street, Box Hill","$360,000 - $396,000",Apartment,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Linda Pan
2,2,4,"42 Dempster Avenue, Balwyn North","$2,900,000 - $3,150,000",House,,,"1,057m²",Lawrence Zhu
1,3,3,"Address available on request, Box Hill",,Apartment,,,,Julie Zhang
2,2,2,"12/25 Malmsbury Street, Hawthorn","$1,000,000 - $1,100,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Sean Evans
,,,,,,,,,
1,2,2,"1/2 Lang Road, Mount Waverley",,Unit,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,,Jing Chen
1,2,2,"1/51 Lynden Street, Camberwell","$700,000 - $770,000",Retirement living,,,,Kate Hurburgh
2,,3,"1/544 Nepean Highway, Bonbeach","$900,000 - $990,000",Townhouse,Inspection Sat 20 Sep 12:15 pm,Inspection Sat 20 Sep,,Tanja Neven-Jones
2,2,4,"1/31 Victoria Street, Box Hill","$1,280,000 - $1,380,000",Townhouse,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,325m²,Jerry Lin
1,2,2,"712/1 Acacia Place, Abbotsford","Private Sale $650,000-$715,000",Apartment,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Steve Harris
,,,,,,,,,
2,2,3,"1/29 Hayes Street, Northcote","Auction $1,400,000 - $1,500,000",Townhouse,Inspection tomorrow 5:30 pm,Inspection tomorrow,,Robert Enes
,1,3,"17 Moresby Avenue, Seaford","$790,000 - $850,000",House,,,,David Carroll
3,2,5,"4 Riviera Street, Mount Waverley","$1,900,000 to $2,090,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,730m²,Eric Liu 刘闯
2,2,2,"22/60-68 Gladesville Boulevard, Patterson Lakes","$590,000-$640,000 | Private Sale",Apartment,Inspection Sat 20 Sep 3:30 pm,Inspection Sat 20 Sep,,Genevieve Hill
2,2,3,"7/97 Bulleen Road, Balwyn North","$850,000 - $930,000",Apartment,,,,Brenton Linmeiers
,,,,,,,,,
1,2,3,"55 Silvertop Crescent, Frankston North","$630,000 - $693,000",House,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,531m²,Daniel Condon
1,2,2,"802B/609 Victoria Street, Abbotsford","$699,000-$730,000",Apartment,,,,Corene Chan
1,,1,"103/58 Myrtle Street, Ivanhoe","$445,000 to $488,000",Apartment,,,,Akshay Adya
2,2,4,"8 Patricia Street, Box Hill","Auction $1,550,000 - $1,650,000",House,Inspection Thu 18 Sep 4:45 pm,Inspection Thu 18 Sep,650m²,Steven Yuen
1,1,2,"105/315 High Street, Ashburton","$625,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Mannie Psarakis
,,,,,,,,,
2,2,3,"92 Peel Street, Kew",,Apartment,,,,
,,,,,,,,,
1,2,2,"69/378 Cotham Road, Kew","$1,090,000",Retirement living,,,123m²,
1,2,2,"24/378 Cotham Road, Kew","$1,185,000",Retirement living,,,,
2,3,3,"303/47 McIntyre Street, Burwood","$1,365,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,
2,3,4,"312 Cotham Road, Kew",,Townhouse,,,,
,,,,,,,,,
2,3,4,"312 Cotham Road, Kew",,Townhouse,,,,
2,3,3,"3/312 Cotham Road, Kew",,Townhouse,,,,
2,2,3,"312 Cotham Road, Kew",,Townhouse,,,,
1,2,2,"132/100 Station Street, Burwood","$1,250,000",Retirement living,,,,
1,1,2,"63/2 Malmsbury Street, Kew","$750,000",Retirement living,,,,
,,,,,,,,,
,1,1,"23/3 Studley Park Road, Kew","$195,000",Studio,,,,
1,2,3,"106/415 Highbury Road, Burwood","$590,000 - $620,000",Apartment,,,,
1,,2,"128/100 Station Street, Burwood","$995,000",Retirement living,,,,
2,4,6,"25 Cypress Way, Kew","$2,600,000-$2,800,000",House,,,555m²,
,3,4,"Address available on request, Kew",,House,,,,
,,,,,,,,,
4,2,3,"77 Middleborough Road, Burwood","$2,500,000",House,,,893m²,
2,3,4,"Address available on request, Burwood",,Townhouse,,,,
1,1,1,"110/326-328 Burwood Hwy, Burwood","$370,000-$407,000 Vendor must sell!",Apartment,,,,
1,1,2,"G03/1277 Burke Road, Kew",,Apartment,,,,
1,1,2,"201/1277 Burke Road, Kew",,Apartment,,,,
,,,,,,,,,
1,2,2,"111/379-381 Burwood Highway, Burwood","$465,000-$480,000",Apartment,,,61m²,
1,2,2,"G01/1277 Burke Road, Kew",,Apartment,,,,
1,2,2,"203/1277 Burke Road, Kew",,Apartment,,,,
1,1,2,"103/1277 Burke Road, Kew",,Apartment,,,,
1,1,1,"106/1277 Burke Road, Kew",,Apartment,,,,
,,,,,,,,,
1,,2,"116/100 Station Street, Burwood","$1,025,000",Retirement living,,,,
,,,,,,,,,
2,4,4,"36 Cypress Way, Kew","$2,400,000-$2,600,000",House,,,533m²,
1,2,2,"143/100 Station Street, Burwood","$745,000",Retirement living,,,107.2m²,
2,3,4,"Address available on request, Burwood",,Townhouse,,,370m²,
2,3,3,"Address available on request, Kew","$3,500,000",Apartment,,,,
,,,,,,,,,
1,,2,"76/100 Station Street, Burwood","$945,000",Retirement living,,,,
4,,5,"Address available on request, Kew","$2,850,000",House,,,402m²,
3,2,3,"Address available on request, Kew","$2,789,000",Townhouse,,,,
2,3,4,"Address available on request, Burwood",,Townhouse,,,,
3,,4,"Address available on request, Burwood","$1,499,000",Townhouse,,,,
,,,,,,,,,
2,,2,"138/100 Station Street, Burwood","$1,150,000",Retirement living,,,,
1,1,2,"101/8 Yarra Bing Crescent, Burwood","$460,000-$490,000",Apartment,,,75m²,
2,1,3,"8/65-67 Cotham Road, Kew","$799,000",Apartment,,,,
2,4,5,"11 Glengarry Avenue, Burwood","$2,900,000 - $3,100,000",House,,,615m²,
2,3,3,"2/46 Gillard Street, Burwood","$1,100,000-$1,160,000",Townhouse,,,,
,,,,,,,,,
1,1,2,"305/260 Burwood Highway, Burwood","$460,000- $490,000",Apartment,,,70m²,
1,1,5,"Address available on request, Burwood","Expression of Interest $1,450,000 to $1,500,000",House,,,642m²,
2,3,4,"Address available on request, Burwood","$1,490,000 - $1,550,000",Townhouse,,,,
2,2,3,"g01/92 Peel Street, Kew",,Apartment,,,,
2,2,3,"g02/92 Peel Street, Kew",,Apartment,,,,
,,,,,,,,,
2,4,4,"1/312 Cotham Road, Kew",,Townhouse,,,,
2,4,4,"312 Cotham Road, Kew",,Townhouse,,,,
2,2,3,"92 Peel Street, Kew",,Apartment,,,,
2,2,3,"92 Peel Street, Kew",,Apartment,,,,
,1,1,"21/3 Studley Park Road, Kew","$149,000 - $155,000",Apartment,,,,
,,,,,,,,,
4,4,4,"9 O'Shaughnessy, Kew",,Apartment,,,,
,,,,,,,,,
2,2,3,"9 O'Shaughnessy, Kew",,Apartment,,,,
2,3,3,"9 O'Shaughnessy, Kew",,Apartment,,,,
2,3,3,"9 O'Shaughnessy, Kew",,Apartment,,,,
,1,1,"24/3 Studley Park Road, Kew","Private Sale $190,000",Apartment,,,,
,,,,,,,,,
3,,3,"Address available on request, Kew","$2,650,000",Townhouse,,,,
1,1,2,"55/100 Station Street, Burwood","$795,000",Retirement living,,,,
1,1,1,"142/100 Station Street, Burwood","$595,000",Retirement living,,,,
1,1,1,"361-363 Burwood Highway, Burwood","$525,000",Apartment,,,,
1,1,1,"361-363 Burwood Highway, Burwood","$455,000",Apartment,,,,
,,,,,,,,,
1,1,1,"361-363 Burwood Highway, Burwood","$555,000",Apartment,,,,
1,2,2,"361-363 Burwood Highway, Burwood","$765,000",Apartment,,,,
1,2,2,"361-363 Burwood Highway, Burwood","$679,000",Apartment,,,,
2,2,3,"361-363 Burwood Highway, Burwood","$855,000",Apartment,,,,
2,2,3,"361-363 Burwood Highway, Burwood","$959,000",Apartment,,,,
,,,,,,,,,
1,1,2,"104/379-381 Burwood Hwy, Burwood",,Apartment,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,58.5m²,
1,1,2,"203/373-377 Burwood Highway, Burwood","$430,000 - $460,000",Apartment,,,,
3,,4,"Address available on request, Burwood",,House,,,340m²,
2,2,2,"96/378 Cotham Road, Kew","$1,785,000",Apartment,,,102.2m²,
5,,4,"15 Fernhurst Grove, Kew",,House,,,477m²,
,,,,,,,,,
4,4,3,"5 Stawell Street, Kew",,House,,,,
2,4,5,"1/42 roslyn st, Burwood","$1,800,000-$1,880,000",Townhouse,Inspection Sat 20 Sep 2:30 pm,Inspection Sat 20 Sep,279.2m²,
2,2,4,"Address available on request, Burwood",,House,,,250m²,
1,3,3,"Address available on request, Kew",,House,,,400m²,
1,1,2,"146/100 Station Street, Burwood","$1,075,000",Retirement living,,,138.9m²,
,,,,,,,,,
6,6,18,"1-6/96 Willsmere Road, Kew","EOI $3,200,000 - $3,500,000",Block of units,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Nick Whyte
,,,,,,,,,
3,3,5,"2/24 Montpellier Road, Burwood","AUCTION $1,200,000 - $1,320,000",Townhouse,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Kenneth Kong
2,2,3,"102/20 Main Drive, Kew","$1,730,000 - $1,900,000",Apartment,,,,Alex Broque
2,2,3,"4/15 Edwards Street, Burwood","Auction this Saturday | $1,200,000 - $1,300,000",Townhouse,Inspection Thu 18 Sep 3:45 pm,Inspection Thu 18 Sep,,Andy Zeng
4,2,4,"9 Church Road, Carrum","$1,450,000 - $1,570,000",House,,,740m²,Genevieve Hill
,,,,,,,,,
1,1,2,"2/179 Brougham Street, Kew","$700,0000-$750,000",Unit,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Peter Nicolls
2,5,5,"4 Adeney Avenue, Kew",,House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,711m²,Ada Taylor
2,,3,"1/427 Warrigal Road, Burwood","Auction $850,000-$930,000",Townhouse,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Hans Liu
1,1,2,"1/14-16 Somers Street, Burwood","$698,000",Unit,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,,Brendan Cain
2,2,3,"202/4 Barenya Court, Kew",,Apartment,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,,Scarlett Hang
,,,,,,,,,
2,2,3,"301/47 McIntyre Street, Burwood","$1,050,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Agent: Lawrence Yan
1,2,2,"104/47 McIntyre Street, Burwood","$815,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Agent: Lawrence Yan
1,1,1,"107/1 Delany Avenue, Burwood",,Apartment,,,,
1,2,2,"5/87 Middleborough Road, Burwood",$650k to $700k,Townhouse,,,,
,,739m²,"278 Burwood Highway, Burwood","$2,600,000 - $2,800,000",Residential land,,,739m²,
,,,,,,,,,
,1,1,"44/388-390 Burwood Highway, Burwood",,Apartment,,,,
2,2,3,"361-363 Burwood Highway, Burwood","$1,059,000",Apartment,,,,
1,1,1,"361-363 Burwood Highway, Burwood","$469,000",Apartment,,,,
1,2,2,"361-363 Burwood Highway, Burwood","$595,000",Apartment,,,,
2,3,3,"19 Hartington Street, Kew",,Apartment,,,,
,,,,,,,,,
2,,3,"733 High Street, Kew","$1,950,000",Townhouse,,,,
2,,3,"1/2 Clyde Street, Kew","$1,750,000",Townhouse,,,,
2,4,4,"Address available on request, Burwood","$1,495,000",Townhouse,,,207.9m²,
2,2,2,"85/378 Cotham Road, Kew","$1,025,000",Retirement living,,,102.2m²,
2,2,3,"9 O'Shaughnessy, Kew",,Apartment,,,,
,,,,,,,,,
2,2,3,"205/139 Burwood Highway, Burwood",,Apartment,,,,Ray White Burwood
,,,,,,,,,
1,1,1,"2/415 Highbury Road, Burwood","$360,000 - $390,000",Apartment,,,,Adrian Goegan
1,1,2,"3/906a Glenferrie Road, Kew","Private Sale $650,000",Villa,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Sage Harris-McGovern
,1,1,"705/118-120 High Street, Kew","$365,000",Apartment,,,,Jeremy Desmier
2,3,5,"2/58 Childers Street, Kew","$2,250,000",Townhouse,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Jessica Chin
,,,,,,,,,
2,,3,"3/16 Argyle Road, Kew","Private Sale $1,350,000",Townhouse,Inspection Thu 18 Sep 12:45 pm,Inspection Thu 18 Sep,,Shannan Burbidge
1,1,2,"115/8 Yarra Bing Crescent, Burwood","$480,000 - $520,000",Apartment,Inspection Sat 20 Sep 11:15 am,Inspection Sat 20 Sep,,Mike Muncey
1,2,3,"2/12 Gellibrand Street, Kew",,Townhouse,,,,Alex Condon
2,1,3,"1/17 Cypress Avenue, Burwood",,Unit,Inspection tomorrow 6:00 pm,Inspection tomorrow,325m²,Fio Gao
2,3,4,"2A Inverness Avenue, Burwood",,House,Inspection Sat 20 Sep 11:30 am,Inspection Sat 20 Sep,333m²,Amanda Wei
,,,,,,,,,
4,,5,"3/10 Wridgway Avenue, Burwood",,Townhouse,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,,Dustin Tian
2,2,3,"202/41 Walpole Street, Kew","$1,095,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Davide Lettieri
2,2,3,"5/8-10 Dahmen Street, Carrum","$950,000 - $1,030,000",House,,,,James Bell
1,1,1,"103/2 Yarra Bing Crescent, Burwood",,Apartment,,,,Fio Gao
2,3,4,"4 Dunlop Avenue, Kew","$2,900,000 - $3,150,000",House,,,,Chris Barrett
,,,,,,,,,
2,,5,"3 A'beckett Street, Kew","Price Revised For Immediate Sale - $3,550,000",House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,883m²,Nick Ptak
4,1,3,"24 Mcleod Road, Carrum","$875,000 - $925,000",House,,,685m²,Danny O'Brien
3,4,6,"3 Edward Street, Kew",,House,,,736m²,Elsa Li
,6,19,"3 Malmsbury Street, Kew",$5m - $5.5m,House,,,"1,664m²",Theo Politis
