Carspaces,Bathrooms,Bedrooms,Address,Price,Type,Date_time,Date,Area,Name
2,2,3,"9 Ironbark Crescent, Ivanhoe","$800,000 - $880,000",Townhouse,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,,Ben Nash
2,,4,"3/360 Auburn Road, Hawthorn","$2,480,000 - $2,600,000",Townhouse,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,255m²,Phillip Georgiou
,,,,,,,,,
2,3,3,"17 Pier One Drive, Patterson Lakes","$2,500,000 - $2,700,000",Townhouse,,,,Michael Marziale
2,3,4,"69 Munro Avenue, Ashburton","$2,425,000",House,,,,Todd Braggins
,1,1,"Unit 103/28 Queens Avenue, Hawthorn","$160,000",Apartment,,,,Jackie Lin
2,3,4,"1/1 Lucerne Street, Mount Waverley","Auction This Saturday - $1,450,000 - $1,550,000",House,Inspection Wed 17 Sep 4:00 pm,Inspection Wed 17 Sep,424m²,Peter Serafino
2,1,2,"1/35 Lee Avenue, Mount Waverley",,Unit,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,203m²,Max Turner
,,,,,,,,,
1,1,3,"11 Kangerong Road, Box Hill","Auction $1,000,000 - $1,100,000",House,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,Steven Yuen
2,2,4,"29 Magnolia Road, Ivanhoe","$2,000,000 - $2,200,000",House,,,"1,203m²",Maggie Sun
4,5,5,"11 Belgrove Avenue, Balwyn","$4,000,000 - $4,400,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,697m²,Spring Chen
2,2,3,"2/364 Doncaster Road, Balwyn North","$950,000 - $1,045,000",Townhouse,Inspection Thu 18 Sep 10:30 am,Inspection Thu 18 Sep,,Ellie Gong
2,3,4,"1/51 Victory Boulevard, Ashburton",,Townhouse,Inspection Thu 18 Sep 3:45 pm,Inspection Thu 18 Sep,,Helen Yan
,,,,,,,,,
2,,2,"36 Lithgow Street, Abbotsford",,House,Inspection tomorrow 6:00 pm,Inspection tomorrow,124m²,Jack Zhang
2,3,4,"2 Ashcroft Grove, Blackburn South","$1,850,000 to $1,950,000",House,,,568m²,Jimmy Lu
2,1,3,"108 Carrington Road, Box Hill","$3,950,000 - $4,345,000",House,,,835m²,Dave Tang
1,1,3,"70 Barry Street, Northcote","Auction $1,500,000 - $1,600,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Monique Verga
1,2,2,"G01/96 Camberwell Road, Hawthorn East","$750,000 - $800,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Peter Sahinidis
,,,,,,,,,
4,2,2,"34 Troy Street, Bonbeach","$980,000 - $1,078,000",House,Inspection Wed 17 Sep 2:30 pm,Inspection Wed 17 Sep,617m²,Jason C. Swift
,,,,,,,,,
1,2,2,"9/99 Queens Parade, Clifton Hill","$1,000,000 - $1,050,000",Apartment,,,,Chris Koulloupas
2,2,4,"2/42 Birdwood Street, Box Hill South","$1,150,000 - $1,250,000",Townhouse,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Stephen Le Get
2,2,3,"3/34 Groom Street, Clifton Hill","Auction $1,150,000 - $1,250,000",Townhouse,Inspection Thu 18 Sep 3:20 pm,Inspection Thu 18 Sep,,Mark Verrocchi
3,1,3,"1/88 Huntingdale Road, Mount Waverley",,Unit,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,337m²,Costa Calaitzis
,,,,,,,,,
2,,2,"311/55 Camberwell Road, Hawthorn East","$785,000 - $860,000",Apartment,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Tim Heavyside
1,2,2,"200 Burwood Road, Hawthorn",,,,,,
2,3,4,"29 Albion Road, Box Hill",,House,,,,Billy Chang
2,3,3,"3/602 Nepean Highway, Bonbeach","$1,100,000 - $1,200,000",Townhouse,Inspection Wed 17 Sep 5:20 pm,Inspection Wed 17 Sep,,Shane O'Sughrue
1,1,3,"1 Helia Court, Burwood East","$1,100,000 - $1,200,000",House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,627m²,Julian Badenach
,,,,,,,,,
2,3,3,"362 Auburn Road, Hawthorn",,,,,,
4,4,5,"5 Vicars Street, Balwyn North",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,747m²,Annabelle Feng
2,2,4,"4 View Street, Canterbury","$3,790,000",House,,,797m²,Lawrence Zhu
1,2,2,"G06/26 Foundation Boulevard, Burwood East","$800,000-$850,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Neil Zheng
2,,4,"249A Tooronga Road, Glen Iris","$1,850,000 - $2,035,000",House,Inspection Wed 17 Sep 12:15 pm,Inspection Wed 17 Sep,422m²,Lachie Fraser-Smith
,,,,,,,,,
2,,3,"106 Ella Grove, Chelsea","$1,060,000 - $1,100,000",House,,,570m²,Matt Dewan
2,2,4,"1B Lyons Street, Mount Waverley",,Townhouse,Inspection tomorrow 4:15 pm,Inspection tomorrow,364m²,Ivy Liu
1,1,2,"601/19-21 Poplar Street, Box Hill","$420,000-$440,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Nick Tang
1,2,2,"104/437 Camberwell Road, Camberwell","$790,000 - $850,000",Apartment,Inspection Thu 18 Sep 2:45 pm,Inspection Thu 18 Sep,,Charlie Richardson
1,1,2,"8/574 Glenferrie Road, Hawthorn","$530,000 - $560,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Luke Saville
,,,,,,,,,
2,2,5,"11 Gillman Street, Hawthorn East","$3,000,000 - $3,300,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,553m²,Stuart Evans
1,1,2,"3/28 Livingstone Street, Ivanhoe","$700,000-$750,000",Townhouse,Inspection Thu 18 Sep 5:15 pm,Inspection Thu 18 Sep,,Elisse Farquhar
1,1,1,"21 - 23  Irving Avenue, Box Hill",,,,,,
1,1,2,"1/11 Harts Parade, Hawthorn East","Expressions of Interest $660,000 - $690,000",Apartment,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,,Adam Walker
1,2,2,"106/50 Seymour Grove, Camberwell","$700,000 - $760,000",Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Steve Dardamanis
,,,,,,,,,
,1,1,"1A Scott Street, Northcote","EOI $390,000 - $429,000",Apartment,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Spiros Karagiannidis
,,,,,,,,,
4,,5,"7 Cross Street, Canterbury",,House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,"1,254m²",Scott Patterson
,1,3,"7 Farmer Street, Richmond","$1,150,000 - $1,250,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Antony Woodley
5,,5,"7 Dion Street, Glen Iris",,House,,,697m²,Calvin Chan
,1,1,"B209/21 Bell Street, Ivanhoe","Private Sale $319,000",Apartment,,,,Nunzio Sulfaro
,,,,,,,,,
4,2,5,"21 Pier One Drive, Patterson Lakes","$2,200,000-$2,400,000",House,,,395m²,Vanda Kaye
3,,4,"13 Jackson Street, Northcote","$2,100,000 - $2,300,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Mat Suckling
2,,3,"20 Rotherwood Street, Richmond","$3,500,000 - $3,800,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,767m²,Elliot Gill
2,1,3,"5/121 Locksley Road, Ivanhoe","$910,000 - $960,000",Unit,Inspection tomorrow 3:30 pm,Inspection tomorrow,,Sue Lacey
2,2,2,"305/1615 Malvern Road, Glen Iris","$800,000 - $880,000",Unit,Inspection Sat 20 Sep 9:45 am,Inspection Sat 20 Sep,,Anders Simon
,,,,,,,,,
5,,6,"8 View Street, Canterbury",,House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,754m²,Sophie Su
2,2,4,"306 Station Street, Box Hill South","Private Sale: $1,285,000-$1,325,000",House,Inspection tomorrow 5:45 pm,Inspection tomorrow,652m²,Emma Yu
1,2,2,"412/20 Camberwell Road, Hawthorn East","$630,000 - $693,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Jason Wu
,,"1,803m²","23 Clark Road, Ivanhoe","$2,500,000-$2,750,000",Residential land,Inspection Sat 20 Sep 4:30 pm,Inspection Sat 20 Sep,"1,803m²",Gordon Hope
2,2,3,"202 Belmore Road, Balwyn","$1,400,000 - $1,540,000",House,Inspection Thu 18 Sep 3:45 pm,Inspection Thu 18 Sep,486m²,Helen Yan
,,,,,,,,,
2,2,4,"11/2 Henrietta Street, Hawthorn",,Apartment,,,,Jason Wu
2,2,3,"51 Fraser Street, Richmond","$1,600,000 - $1,700,000",House,Inspection Thu 18 Sep 6:00 pm,Inspection Thu 18 Sep,,Elliot Gill
4,,5,"24 Winmalee Road, Balwyn",,House,,,,Leo Xu
1,1,3,"80 Denham Street, Hawthorn","Auction $1,450,000 - $1,595,000",House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Laurence Murphy
2,2,2,"2/1679 Malvern Road, Glen Iris","$800,000-$880,000",Villa,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,,Paul Walker
,,,,,,,,,
1,1,2,"Address available on request, Box Hill","Starts from $530,000",Apartment,,,55m²,Poonam Bhansali
1,1,2,"5/300 Tooronga Road, Glen Iris","$800,000 - $850,000",Unit,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,142m²,Michael Richardson
2,,3,"45A & 45B Thames Promenade, Chelsea","$1,150,000 each",Townhouse,,,,Rod Richardson
2,3,3,"2/859 Toorak Road, Hawthorn East","$1,650,000 - $1,750,000",House,,,265m²,May Zhu
1,2,2,"34/73 River Street, Richmond","$649,000",Apartment,Inspection Wed 17 Sep 5:10 pm,Inspection Wed 17 Sep,,Danny Smith
,,,,,,,,,
5,,5,"10 Pascall Street, Mount Waverley",,House,,,671m²,Jared Wei
,,,,,,,,,
1,2,2,"517/626 Heidelberg Road, Alphington",,Apartment,,,,Alexander Magliolo
,1,1,"1/109 Mcleod Road, Patterson Lakes","$195,000 - $210,000",Studio,,,,Ashley Patane
8,6,15,"353 Upper Heidelberg Road, Ivanhoe","$3,400,000 - 3,700,000",House,,,"1,272m²",James Goulopoulos
,2,4,"12 Lennox Street, Northcote","$1,800,000 - $1,980,000",House,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,,Justin Mellar
,,,,,,,,,
1,3,4,"19 Sumner Avenue, Northcote","$2,200,000 - $2,400,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,420m²,Nigel Harry
2,2,3,"21 White Street, Glen Iris","Auction: $2,550,000 - $2,750,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,660m²,Emma Yu
2,1,3,"32 Raphael Street, Abbotsford","EOI $1,025,000 - $1,125,000",House,,,210m²,James Markovic
2,2,3,"2/218 Warrigal Rd, Camberwell",,Townhouse,,,,Michelle Shi
2,3,3,"35 Little Kent Street, Richmond",,House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Alexander Hamer-Taylor
,,,,,,,,,
4,,5,"12 Curlew Point Drive, Patterson Lakes",,House,,,,Matthew Pillios
1,1,2,"3/18 Riversdale Road, Hawthorn","$850,000 - $930,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Jodie McCarthy
1,1,1,"8/203 Auburn Road, Hawthorn","$380,00 - $410,000.",Apartment,,,,Cheryl Gravina
,2,3,"14 Rucker Street, Northcote","Auction $1,600,000 - $1,700,000",House,Inspection Wed 17 Sep 5:45 pm,Inspection Wed 17 Sep,,Luke Sacco
2,2,4,"8 William Street, Box Hill","Auction $2,000,000-$2,200,000",House,Inspection Wed 17 Sep 4:00 pm,Inspection Wed 17 Sep,632m²,Dennis Shi
,,,,,,,,,
1,1,2,"1619/850 Whitehorse Road, Box Hill","$470,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Tony Kwan
,1,2,"276 Mary Street, Richmond","Auction $1,150,000 - $1,250,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,150m²,Cameron Ingram
2,2,2,"11/129 Hoddle Street, Richmond","$900,000 - $950,000",Townhouse,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Matthew Coombs
1,1,2,"5/6 Clyde Street, Kew East",,Apartment,,,,Nick Whyte
2,2,4,"547 Camberwell Road, Camberwell","$2,100,000 - $2,300,000",House,Inspection Thu 18 Sep 10:15 am,Inspection Thu 18 Sep,715m²,Duane Wolowiec
,,,,,,,,,
2,2,3,"203/708 Burwood Road, Hawthorn East","$1,300,000 to $1,430,000",Apartment,,,,Toni El-Helou
1,2,2,"1401/9-11 Prospect Street, Box Hill",,Apartment,,,,Faye Yang
2,2,3,"3/15 Surrey Street, Box Hill South","Auction | $900,000 - $990,000",Townhouse,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,146m²,Leo Bi
1,1,2,"2/41 Harrow Street, Box Hill","$520,000 - $570,000",Apartment,Inspection Sat 20 Sep 2:30 pm,Inspection Sat 20 Sep,118m²,Nathan Li
1,1,1,"318/56-58 Myrtle Street, Ivanhoe","$399,000",Apartment,,,,Mark Brown
,,,,,,,,,
2,2,2,"24-26 Lower Heidelberg Road, Ivanhoe",,,,,89m²,
,,,,,,,,,
2,,4,"49 Brinsley Road, Camberwell","$2,100,000 - $2,300,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,775m²,Tim Heavyside
1,,3,"6A Kelvin Grove, Chelsea","$1,450,000  - $1,550,000",House,Inspection Wed 17 Sep 4:30 pm,Inspection Wed 17 Sep,414m²,Chris Kavanagh
1,1,2,"11/293-294 Nepean Highway, Seaford","$410,000-$450,000",Apartment,Inspection Thu 18 Sep 4:30 pm,Inspection Thu 18 Sep,,Daniel Keleher
3,,4,"340 Barkers Rd, Hawthorn",,,,,234m²,
,,,,,,,,,
3,,4,"2 Maurice Street, Hawthorn East","$3,900,000 - $4,200,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,833m²,Richard Winneke
1,,2,"17 Palmerston Street, Camberwell","$1,200,000 - $1,300,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,245m²,Tim Heavyside
2,,4,"6/127-129 Power Street, Hawthorn","$1,650,000 - $1,750,000",Townhouse,,,,Nick Fletcher
3,,4,"20 Burwood Road, Hawthorn","$3,500,000 - $3,800,000",House,Inspection Wed 17 Sep 2:00 pm,Inspection Wed 17 Sep,585m²,Duane Wolowiec
2,3,4,"2/14 Garden Road, Camberwell","$1,500,000 - $1,650,000",Townhouse,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,260m²,Tim Heavyside
,,,,,,,,,
3,,5,"2a Alexandra Avenue, Canterbury","$5,700,000 - $6,270,000",House,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,,Elsa Li
2,2,3,"1108/545 Station Street, Box Hill","$830,000 - $880,000",Apartment,,,100m²,Yvonne Zhao
,1,3,"183 Rathmines Street, Fairfield","Auction $1,400,000 - $1,500,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Denise Kriaris
,1,1,"12 Lisson Grove, Hawthorn",,,,,24.75m²,
1,1,3,"957 Canterbury Road, Box Hill","$1,150,000 - $1,230,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,591m²,Alan Zou
,,,,,,,,,
,1,1,"201/627 Victoria Street, Abbotsford","$349,000-$365,000",Apartment,,,,David Zhou
2,2,3,"4/11 Coate Avenue, Alphington","$950,000 - $1,045,000",House,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,,Theo Angelopoulos
1,2,3,"2/7-11 Ocean Reef Drive, Patterson Lakes","$700,000-$750,000",Townhouse,Inspection Sat 20 Sep 9:30 am,Inspection Sat 20 Sep,,Daniel Wright
2,2,3,"110/443 Upper Heidelberg Road, Ivanhoe","$700,000 - $725,000",Apartment,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,,Shawn White
5,3,6,"7 Alexandra Avenue, Canterbury",,House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,655m²,Sophie Su
,,,,,,,,,
1,1,2,"4/1395 High Street, Glen Iris","$560,000 - $610,000",Apartment,Inspection Thu 18 Sep 5:15 pm,Inspection Thu 18 Sep,,Conor Burke
,1,1,"302/1 Acacia Place, Abbotsford",,Apartment,,,,Emily Sayers
1,1,2,"212/712-714 Station Street, Box Hill","$420,000 - $440,000",Apartment,,,,Anita Wei
1,1,2,"1/494a Glenferrie Road, Hawthorn","$680,000 - $740,000",Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Julian Corredor
1,1,2,"1/56 John Street, Clifton Hill","EOI $530,000 - $550,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Henry Rutherfurd
,,,,,,,,,
1,2,2,"102/94 Doncaster Road, Balwyn North","$900,000 - $950,000",Apartment,,,,David Fileccia
,,,,,,,,,
5,,5,"24A Derby Street, Camberwell",,House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,,Nick Ptak
,1,1,"20/589 Glenferrie Road, Hawthorn","$165,000 - $175,000",Apartment,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,,Ange Lagogiannis
,1,1,"107/1A Launder Street, Hawthorn",,Apartment,,,58m²,Neil Zhu
,1,1,"603/19-21 Poplar Street, Box Hill","$358,000-$378,000",Apartment,Inspection tomorrow 5:30 pm,Inspection tomorrow,40m²,Rachel Cao
,,,,,,,,,
2,,2,"2410/3 Young Street, Box Hill","$580,000-$620,000",Apartment,,,,Nick Tang
2,2,3,"2/11 Bouvardia Crescent, Frankston North","$540,000 - $590,000",House,,,216m²,Lohit Sharma
2,1,3,"44 Leslie Street, Richmond",,House,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Trent Stewart
1,1,2,"110/121 Power Street, Hawthorn",,Apartment,,,80m²,Flynn Grace
1,1,1,"408/771 Toorak Road, Hawthorn East",,Unit,,,,Elroy Malowney
,,,,,,,,,
2,1,2,"31 Cleveland Road, Ashwood",,House,,,679m²,James Karantonis
4,1,4,"220 Victoria Road, Northcote","AUCTION: $1,900,000 - $2,050,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,608m²,Matthew Zagami
2,,2,"2/20-22 Albion Road, Box Hill",Auction This Sat | $620k - $680k,Townhouse,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Frank Molinaro
2,3,4,"7A Curzon Street, Ivanhoe","EOI $1,375,000 - $1,475,000",House,Inspection Thu 18 Sep 6:00 pm,Inspection Thu 18 Sep,,Nunzio Sulfaro
1,1,1,"4/282 Riversdale Road, Hawthorn East","$390,000 - $420,000",Apartment,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Harry Whitford
,,,,,,,,,
2,3,4,"23 Namur Street, Kew East",,House,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,697m²,Mark Sproule
2,3,3,"2/27 Woodlands Avenue, Kew East","Auction $1,350,000 - $1,450,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Laurence Murphy
,,697m²,"7 Kalonga Road, Balwyn North",,Residential land,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,697m²,Patrick Dennis
1,1,2,"12/8 Short Street, Northcote","$760,000 to $790,000",Apartment,,,,Tom Egan
3,,5,"10 Gowar Avenue, Camberwell","$2,900,000 - $3,190,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,729m²,Maria Xu
,,,,,,,,,
2,2,3,"19B Caravan Street, Balwyn","$1,250,000 - $1,350,000",House,Inspection Thu 18 Sep 1:15 pm,Inspection Thu 18 Sep,,Duane Wolowiec
2,2,2,"1002/8 Grosvenor Street, Abbotsford",THE DEAL: $680K - $740K,Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,Michael Fava
1,1,2,"2/39 Aintree Road, Glen Iris","$540,000 - $590,000",Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,Lauchlan Waterfield
,4,5,"218-222 Station Street, Fairfield","$2,980,000 - $3,100,000",House,,,684m²,Linda Pan
1,1,1,"10/25 Waltham Street, Richmond","$380,000 - $418,000",Apartment,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Ken Griffith
,,,,,,,,,
,,501m²,"54 Jacqueline Road, Mount Waverley",,Residential land,,,501m²,Adrian Goegan
,,,,,,,,,
1,1,2,"6/13 Myrniong Street, Glen Iris","$580,000 - $630,000",Apartment,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Chris Cain
3,2,4,"274 Warrigal Road, Glen Iris","$1,680,000 - $1,780,000",House,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,694m²,Tai Menahem
2,1,2,"34/910 Canterbury Road, Box Hill South","$560,000 - $610,000",Townhouse,,,,Harry Lai
1,1,3,"110 St Elmo Road, Ivanhoe","$1,750,000 - $1,820,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,753m²,Brad Pearce
,,,,,,,,,
2,2,3,"4 Gowan Road, Mount Waverley",,House,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,,Emma Ren
2,1,4,"222 Victoria Road, Northcote","AUCTION: $1,250,000 - $1,350,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,418m²,Matthew Zagami
2,3,5,"848 Toorak Road, Hawthorn East",,House,Inspection Thu 18 Sep 11:45 am,Inspection Thu 18 Sep,,Perry Zhou
2,1,3,"8 Osburn Avenue, Balwyn North","$2,700,000 - $2,900,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,931m²,Perry Zhou
1,2,2,"401/81-83 Riversdale Road, Hawthorn","$675,000 - $695,000",Apartment,Inspection Thu 18 Sep 4:15 pm,Inspection Thu 18 Sep,,Shawn White
,,,,,,,,,
7,,6,"15 Grey Street, Balwyn",,House,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,766m²,Eric Lim
2,2,3,"72 Catherine Avenue, Chelsea","$1,150,000 - $1,250,000",Townhouse,,,,Sam Inan
1,1,2,"7/30 Wellington Road, Box Hill","Private Sale $850,000 to $900,000",Unit,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,,Ellie Gong
2,2,3,"10/573 Glenferrie Road, Hawthorn",,Townhouse,Inspection tomorrow 5:00 pm,Inspection tomorrow,,Davide Lettieri
2,2,4,"74 Andrew Street, Northcote","Auction $2,600,000 - $2,800,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,582m²,Matthew Akritidis
,,,,,,,,,
2,1,4,"133 Doncaster Road, Balwyn North",,House,Inspection Wed 17 Sep 11:00 am,Inspection Wed 17 Sep,642m²,Walter Dodich
2,2,5,"20 Whitby Way, Seaford","$1,590,000 – $1,710,000",House,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,592m²,Sherrie Lee
2,1,4,"55 Alvie Road, Mount Waverley","$1,600,000-$1,700,000",House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,802m²,Peter Kladouris
7,,7,"3 Grey Street, Balwyn",,House,Inspection Thu 18 Sep 10:45 am,Inspection Thu 18 Sep,"1,073m²",Annabelle Feng
,2,2,"903/845 Whitehorse Road, Box Hill","$500,000-$550,000",Apartment,,,,Dez Oliver
,,,,,,,,,
2,3,5,"47 Alice Street, Mount Waverley",,House,,,817m²,Alan Zhang
1,1,2,"49 Lechte Road, Mount Waverley",,Unit,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,208m²,Sim Gandhi
1,1,3,"32 Dorothy Street, Burwood East","Auction $1,250,000-$1,350,000",House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,755m²,Emma Yu
2,2,3,"1/39 Jordan Street, Ashwood","$1,000,000 - $1,100,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,247m²,Yuni Kim
1,1,2,"261-263 Burwood Highway, Burwood East",,House,,,"1,251m²",Sue Li
,,,,,,,,,
2,,3,"5/45 Locksley Road, Ivanhoe","Auction $1,300,000 - $1,400,000",Townhouse,Inspection Thu 18 Sep 5:15 pm,Inspection Thu 18 Sep,,Nunzio Sulfaro
,,,,,,,,,
3,3,5,"7 Victoria Avenue, Canterbury","Price Revised: $6,500,000 - $7,100,000",House,,,926m²,Annabelle Feng
2,3,4,"16 Wynyard Crescent, Balwyn North","$2,600,000 - $2,850,000",House,Inspection Thu 18 Sep 12:15 pm,Inspection Thu 18 Sep,"1,116m²",Kinson Guo
2,2,2,"166/73 River Street, Richmond","$710,000",Apartment,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Danny Smith
1,1,2,"2/62 Bondi Road, Bonbeach","$700,000 - $770,000",Unit,,,,Tanja Neven-Jones
,,,,,,,,,
,3,3,"13 The Crofts, Richmond","Expressions of Interest $2,950,000 - $3,200,000",House,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,,Matthew Coombs
2,2,3,"2/8 Boyd Street, Blackburn South","$850,000 - $920,000",Unit,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,307m²,Cameron Way
3,,4,"9 Victoria Avenue, Canterbury","$5,800,000 - $6,200,000",House,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,846m²,Angie Gao
2,2,3,"3/298 High Street Road, Mount Waverley","$1,700,000 - $1,870,000",Townhouse,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,,Shelly Zhang
1,2,2,"221 Burke Road, Glen Iris",,,,,201m²,
,,,,,,,,,
2,2,3,"1/14 Harcourt Street, Ashwood","$1,100,000 to 1,200,000",Townhouse,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,,Peter Daicos
2,2,2,"510/480 Riversdale Road, Hawthorn East","$750,000",Apartment,,,87m²,Sarah Lowry
2,,2,"13/45 Church Street, Hawthorn","$575,000 - $625,000",Apartment,,,,Mackenzie Field
2,,2,"1401/36 Prospect Street, Box Hill","$698,000",Apartment,,,83m²,Anthony Wong
1,2,3,"2/71 Thames Street, Box Hill","$780,000 - $850,000",Townhouse,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Nathan Li
,,,,,,,,,
1,2,2,"217/200 Burwood Road, Hawthorn","$695,000 - $750,000",Apartment,,,,Nora Li
4,2,5,"170 Burke Road, Glen Iris",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,"1,222m²",Jack Richardson
1,1,2,"7/82 Burwood Highway, Burwood East",,Apartment,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,,Juliette Zhou
2,3,3,"626 Heidelberg Road, Alphington",,,,,166m²,
,1,2,"67 Andrew Street, Northcote","$1,100,000 - $1,200,000",House,,,289m²,James Markovic
,,,,,,,,,
1,2,2,"103/154 Elgar Road, Box Hill South","$480,000-$528,000",Apartment,,,,Christine Ting
1,2,2,"UG6/35 Camberwell Road, Hawthorn East","$730,000 to $750,000",Apartment,,,,Ruby Ng
