web-scraper-order,web-scraper-start-url,pagination-selector,image-src,data,data2,data3,data4,data5,data6,position,position2,data7,position3,data8,price,image2-src,image3-src,name
"1758100744-202","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-7?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100748-203","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/835a95a842f6cd0f3bdf67ea65683d22120f504fd86e0182ec3c6b2a913f205e/logo.jpg","•","","","","Inspection Sat 20 Sep 12:30 pm","Inspection Sat 20 Sep","2","2","Villa","3","1/156 Peel Street, Kew","$1,320,000","https://i2.au.reastatic.net/800x600/d658a9f053319c9a424e3136e8809bf5909bdf6c9d5edf4bfcc4b6bf170bff9f/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/5f41e3d5a7958d243ec9ebe348ea19930b305a3d331a761694c88b594a0c56d0/main.jpg","Yeow Lim"
"1758100748-204","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100748-205","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/7ad71cc2b9acd29ff16281a017e44bdd8f8b5762aacd2b19107e6b54e5c726e4/logo.jpg","•","","","","","","1","1","Apartment","2","6/48 Derby Street, Kew","","https://i2.au.reastatic.net/800x600/67b99a86f53ce8ec641c6d3231ebb24e3c8514f58bcd475525f9b99983867bab/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c2e35d94a8b8d08ea0935d790f8a07a3da531446e65558eedbce58ae2835913a/main.jpg","Sage Harris-McGovern"
"1758100748-206","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/c0e028c3e3ac06faf9f2eb90614e0e8f4bdf8f5e025da657cb8f85839cf494d8/logo.jpg","•","Auction Sun 19 Oct","11:00 am","","Inspection tomorrow 11:30 am","Inspection tomorrow","2","4","House","5","35 Main Drive, Kew","","https://i2.au.reastatic.net/800x600/64f937017f261341e1f34bd8cfe59caa2777798e59eb1819a194ed8524ca2df7/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/48c8f696984bc1813b66697c8f925c1726b10db097eb77553b12c24a2a8a4765/main.jpg","Helen Yan"
"1758100748-207","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 2:00 pm","Inspection Sat 20 Sep","2","2","House","4","2/112 Princess Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/763b9ca1c04deb59b84bca5dcc8fe6185926effa032f958c7798f146b3f0a1c8/main.jpg","Erica Wu"
"1758100748-208","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 10:30 am","Inspection Sat 20 Sep","1","1","Apartment","2","LG05/373-377 Burwood Highway, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/3348c4a5ffb36ce76e8cc2f9b2f53a9bb5090462b1ac4b0d41c0db614ca965fc/main.jpg","Cici Chen"
"1758100748-209","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100748-210","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","2","House","4","2/130 Parkhill Road, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/09abfafa8bffc6a73d1364c9894859f5bc89ec6daea1b18feece99e4063a68ae/main.jpg","Jordan Kamaretsos"
"1758100748-211","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 12:30 pm","Inspection Sat 20 Sep","2","2","Townhouse","3","5/711 Nepean Highway, Carrum","$1,190,000 - $1,290,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/6afa60181e770540585b2ccaed131e7c6b8114eacc1c13ba7c75c05725fbfaf0/main.jpg","Kristyn Buckley"
"1758100748-212","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","1","House","4","Address available on request, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/6b31ca1786890267b2156cb457eed604049be2d6ba4859ec9101154bc5078cd3/main.jpg","Tony Che"
"1758100748-213","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 4:45 pm","Inspection tomorrow","1","1","Apartment","2","212/8 Yarra Bing Crescent, Burwood","$415,000 - $450,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/1c29124860ba39d0195dfe02e5a37c6dca2541185f6fd294df6c55e17f4f3c02/main.jpg","Janssen Xiang"
"1758100748-214","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 4 Oct","3:00 pm","","Inspection tomorrow 2:00 pm","Inspection tomorrow","1","1","Townhouse","2","2/12 Hope Court, Kew","No Body Corporate ($800,000 - $880,000)","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/3b701b586925cac7d98523059874171a6b39366b7ec35c54ea8055ca6c2dd229/main.jpg","Rachael Luo"
"1758100748-215","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100748-216","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","Under offer","","","1","2","Apartment","2","G05B/57 Middleborough Road, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/125823121d650c6a08f8d67be945384377a27542c26b9bce50169fd578ccd965/main.jpg","Faye Yang"
"1758100748-217","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 11:00 am","Inspection Sat 20 Sep","1","1","Apartment","1","B103A/399 Burwood Highway, Burwood","$309,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/4b8a85dbd85cd73bb9d8534b36eae103700973f7595b3682380c1d1297c9100c/main.jpg","Larry Zhou"
"1758100748-218","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 11:30 am","Inspection tomorrow","2","5","House","5","5 Evans Road, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/2a80f69b9e20a444c11eda7160d14417d8f53e2a5997eecc36480eb3c0e07b4f/main.jpg","William Chen"
"1758100748-219","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","","House","4","37 Walpole Street, Kew","$6,000,000 - $6,500,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/f8bc73e75d0da62087268c67c7111f700081a210047abc865736b0cc58f82e99/main.jpg","Lloyd Lawton"
"1758100748-220","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 25 Oct","2:30 pm","","Inspection Sat 20 Sep 1:00 pm","Inspection Sat 20 Sep","2","4","House","5","20 Park Avenue, Kew","$2,200,000 - $2,400,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/aff45050d49df555c0e6b3338d046835ac3ff8a1a033eb54b96124ffdf1bf172/main.jpg","Leon Li"
"1758100748-221","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100748-222","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 2:30 pm","Inspection tomorrow","5","","House","5","3 Roslyn Street, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/6f5ac828b94f72416b89649891e6da3333941c3ce16386283dfe99319a09e562/main.jpg","Chris Gong"
"1758100748-223","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","2","Apartment","3","205/139 Burwood Highway, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/d545625fd7fc095a7e4c20a6ae5e53a681b3b97f37bc443a472435c121b331cb/main.jpg","Ray White Burwood"
"1758100748-224","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","1","Apartment","1","2/415 Highbury Road, Burwood","$360,000 - $390,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c2b3d3ebe05e075d6e85e7116b0320a3004f300a71ddcd83ce16b1230b9a6f29/main.jpg","Adrian Goegan"
"1758100748-225","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 1:00 pm","Inspection tomorrow","1","1","Villa","2","3/906a Glenferrie Road, Kew","Private Sale $650,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c2e35d94a8b8d08ea0935d790f8a07a3da531446e65558eedbce58ae2835913a/main.jpg","Sage Harris-McGovern"
"1758100748-226","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","","1","Apartment","1","705/118-120 High Street, Kew","$365,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/0cf70cf732d029e4e5516f3630bf560a4495269545f697a18e235561347cad8a/main.jpg","Jeremy Desmier"
"1758100748-227","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100748-228","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 12:45 pm","Inspection tomorrow","2","","Townhouse","3","3/16 Argyle Road, Kew","EOI $1,200,000 - $1,320,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/cbf0b56f0cab79351d29eee6fd00b5eead074478180cfe1a863515d57700a602/main.jpg","Shannan Burbidge"
"1758100748-229","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 11:15 am","Inspection Sat 20 Sep","1","1","Apartment","2","115/8 Yarra Bing Crescent, Burwood","$480,000 - $520,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/59983337ddd1e5ea0cfd90fc5afe038af574f79b77f6c328dcd2faf51f99d91d/main.jpg","Mike Muncey"
"1758100748-230","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","2","Townhouse","3","2/12 Gellibrand Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/4555f4d7203f5e61f9e4b77b967087b401e68ef5b00757e5d88f4496d9d8e37c/main.jpg","Alex Condon"
"1758100748-231","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 5:30 pm","Inspection tomorrow","2","1","Unit","3","1/17 Cypress Avenue, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/2347273281ee2f4fafa046b3d9fcfcc379b7ffdbe14cad3f6470e2540bbed4cc/main.jpg","Fio Gao"
"1758100748-232","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 11:30 am","Inspection Sat 20 Sep","2","3","House","4","2A Inverness Avenue, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/751c269f7911fa7e9b6707b0220e5ac89bff5cbcce6739bd7949eaf1439a65a2/main.jpg","Amanda Wei"
"1758100748-233","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-6?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100752-234","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-5?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/32ed0b8ba1a7595ff1c28ccac7790ac0a8baaa3b11f60f7c681a1dd6315b4bf4/logo.jpg","•","Auction Sat 4 Oct","10:00 am","","Inspection tomorrow 6:00 pm","Inspection tomorrow","2","2","Townhouse","3","4/4 Hyton Crescent, Kew","$1,350,000 - $1,450,000","https://i2.au.reastatic.net/800x600/da49e983b6951f7bd2632b8be44e44d63650e17d0067d566f0fa549ab400fe8c/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c7985fd867e329f7e38a25f8f6d3f4afa18a41e37808e949c98997a55e99046d/main.jpg","Mat Suckling"
"1758100752-235","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-5?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100752-236","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-5?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/5ce06c6d95aac4d1880d15cebb36b29dcf516867e512af3a46b07f334b3a6363/logo.jpg","•","","","","Inspection Sat 20 Sep 3:15 pm","Inspection Sat 20 Sep","1","1","Apartment","1","4/233 Cotham Road, Kew","$410,000 - $450,000","https://i2.au.reastatic.net/800x600/b5add06327e5925b775d18162c4da637278c18488c0f016a3493f43f7be0fe17/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/337cea8e88fad4a65f2e619f19b08317d2cb05d3c326ed345d52aad737defaf5/main.jpg","Michael Chan"
"1758100752-237","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-5?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/9304d1d2db0168becd6268facf464d85978ed51f59ecb19998880667879e4072/logo.jpg","•","","","","Inspection tomorrow 4:30 pm","Inspection tomorrow","2","2","House","3","3A Andrews Street, Burwood","1,300,000 - 1,400,000","https://i2.au.reastatic.net/800x600/a315c5dbe2b990dcf50c3573dc23cf5d5e2474dc83c57f53127dbab95f0177c4/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/aa591eca82b0d51162c4f7ec73f63bd04d34302d81f670915c6b7f6a2e4e9a6e/main.jpg","Jing Zou"
